identificacion,corte_mes,saldo
FDS0N1SJL1R9K1IB4,6/30/2023,2503481
1MFXZRYV4MFOBXIAJ,2/29/2024,245354
G6R001Q73KLXUDPTV,7/31/2024,4081920
DLTTACGP89H6U008M,4/30/2023,997644
C89YVYS8RINE8LHLO,1/31/2024,1297897
JTZWA92S5243CPZDG,5/31/2024,6809252
DWJ0GFUKS12L7Y0G9,11/30/2023,2238854
9F27PNL29KIWUI8V1,4/30/2024,4163492
5P7TLU9HROJCCH8XF,7/31/2024,6659000
R6XC1HPW2F2OYGFS2,11/30/2024,4140360
WLHSCECOGSRZSUK44,7/31/2024,4178209
15J0ZCH8C1O665RTF,11/30/2023,3354473
LYQEIHF686T8C6FUH,6/30/2023,6009663
R7Q4Z9AULIORDJQ9D,9/30/2024,6981986
G6R001Q73KLXUDPTV,7/31/2023,4803856
Y144TELK1D0Z0KLVV,1/31/2024,4136417
I9WWI0Z0BQBBIKN76,11/30/2023,1137612
BJSA6PK9IP3QNY0GU,11/30/2024,1130648
VEYQK2P1HT4EDEU8Z,9/30/2023,1100432
KCLWQ204AZ5D2W8QN,11/30/2024,3043509
Y144TELK1D0Z0KLVV,6/30/2023,3517015
U01UYM0KLQO7ZMKXL,9/30/2023,3342647
E0P3U76BSR8JVOEAS,10/31/2023,443265
4TL0TI5WAALM6P0AH,7/31/2024,3614496
VNTN2FOUQHBSVRLKZ,4/30/2024,6556406
PQHMTD7TS2Q7AM9C6,1/31/2024,4187792
XRD31U4F7GM99U92O,3/31/2023,1234879
Y144TELK1D0Z0KLVV,4/30/2024,3327191
VHX791SAUG7W7R63P,5/31/2024,6469559
7MQU99ZO49YXI2EDE,6/30/2024,4487999
DLRDFJ40BGVP9H10W,5/31/2024,5326023
GFMBMLM8423RIAEDD,3/31/2024,5646943
U01UYM0KLQO7ZMKXL,6/30/2023,4083470
Y144TELK1D0Z0KLVV,9/30/2023,6710143
OBPVWFPY1GIGMACGG,1/31/2023,1108215
U5I6FRV4Z2WTHAYXA,9/30/2024,4903459
OJQZJBSXV2EELB04H,1/31/2024,2475361
N28ZTD9G5EYTS9PZY,6/30/2023,557053
OEZ236PKMC6MBM3TB,2/28/2023,5442409
XYYJ1CS2J4N0KXRG2,10/31/2024,356143
AXH5M6W00RW6A1MRV,5/31/2024,1337363
T16X6RLA2J523LYRZ,6/30/2024,6188897
6RNZ6V20ZBCHCCIPT,3/31/2023,6804905
KVXACS7SB5O59ARQP,6/30/2023,6500484
6N7C2M20A97S9IENG,8/31/2024,1533519
5P7TLU9HROJCCH8XF,3/31/2023,2625109
KLRH1ZESF492S056H,9/30/2024,6191702
09SYGN7IXDQV5X9IP,2/28/2023,5180313
FGGU9EADWBBLHKHYI,3/31/2024,295225
ORSVN3W6R6KI4L6K7,2/29/2024,4097537
9Y4LCJDQLDU43LOK4,7/31/2024,5722795
BOWGL6ZFJ8V4E620T,12/31/2024,5391545
VBCVVZPLR5KW0VKDX,8/31/2023,1777213
D0HW4TD0CUW9XJQPX,10/31/2024,586500
VBCVVZPLR5KW0VKDX,1/31/2024,25501
PSRCQ6DW4S2N7175C,6/30/2023,1877974
5P7TLU9HROJCCH8XF,4/30/2024,1558387
V1SRV6QGJWWC8JVW0,5/31/2024,1653854
7ZQT4ZSYX2JJH3BHK,11/30/2024,5947823
BUDE132ZGBWCF5SIZ,10/31/2024,4893383
VHX791SAUG7W7R63P,8/31/2023,6361737
AERG7GPQIBQXOGOHX,11/30/2024,5421026
SUK8675QWKY38XUZB,12/31/2024,4789792
8JB7CPERPX344FYNY,4/30/2023,1088256
FDS0N1SJL1R9K1IB4,5/31/2024,2161308
VBCVVZPLR5KW0VKDX,3/31/2024,1317073
9Y4LCJDQLDU43LOK4,9/30/2023,5186582
K2DBNBQ09G1QCCD7W,4/30/2024,125948
AERG7GPQIBQXOGOHX,9/30/2023,1229227
A4JYPUIFCGXQSH8XL,9/30/2023,2317653
H9QCKG6XB01NQCZO9,5/31/2024,1746395
AXH5M6W00RW6A1MRV,4/30/2024,283784
1LFTDYT2H0I9ZG3S8,10/31/2024,6472843
J899WRG0VOOF1WON0,1/31/2024,648629
7MQU99ZO49YXI2EDE,11/30/2023,3173974
J899WRG0VOOF1WON0,2/28/2023,2041743
Y6PZ8ICUVSNUUVGC6,3/31/2024,1523897
PEYORPWSHOAUXOPB8,9/30/2023,2713776
UXT0SVW2ICMQTZACJ,3/31/2023,2193989
D7UUQ6CP4DWYGZF0Z,8/31/2024,2924537
XTUS49QJ4P8A8OCOB,6/30/2023,221301
DLTTACGP89H6U008M,4/30/2024,1407864
VIOMZ3660T8XTY6RC,10/31/2024,3475363
OJQZJBSXV2EELB04H,2/28/2023,4219160
KIULTEGOP4LWPVDNF,4/30/2023,938290
Y144TELK1D0Z0KLVV,5/31/2023,3356011
E0P3U76BSR8JVOEAS,4/30/2024,1437169
6T645BU8TYM8VGXKO,8/31/2024,5851185
7PLLCJPG8BTDR1ND3,1/31/2024,1090575
XEVZL0LOYONKMBWZY,10/31/2024,4867663
6O996AT92IZ9926S5,7/31/2023,610183
L8NOLOQ0MHSBXLPC8,6/30/2024,1230040
FDS0N1SJL1R9K1IB4,3/31/2024,247174
R7Q4Z9AULIORDJQ9D,6/30/2023,6328786
15J0ZCH8C1O665RTF,7/31/2024,3573003
LATSV8PKLN0G0XSCQ,10/31/2024,1327654
9DQS2WEXYFKHTNXUB,1/31/2023,3022714
VIOMZ3660T8XTY6RC,8/31/2023,5847110
BJSA6PK9IP3QNY0GU,2/29/2024,2342152
DLTTACGP89H6U008M,10/31/2024,3658238
4GM0V34SHZCQY338K,6/30/2023,1129992
UXT0SVW2ICMQTZACJ,9/30/2023,6439201
OQ5Y6DD3YNNZYDOK7,6/30/2024,4317003
9DQS2WEXYFKHTNXUB,1/31/2024,1060167
UOHQ6DHPAN7V486JH,8/31/2024,3235609
KXDUI2BQC1ZQ25O4C,3/31/2024,1511900
V2NG3GK779G8J7A0S,6/30/2024,2491456
7AQPGU50TED28A7G6,9/30/2024,4533649
FGGU9EADWBBLHKHYI,6/30/2023,912892
R6XC1HPW2F2OYGFS2,1/31/2024,3475923
63FO2A0KBYVLDNRAA,9/30/2023,439857
UP8K03IYUM8HZ8NLC,11/30/2023,1736492
OEZ236PKMC6MBM3TB,7/31/2023,1476135
A4LKAXWACFA995KE1,9/30/2023,1213974
7AQPGU50TED28A7G6,4/30/2024,6470246
DLTTACGP89H6U008M,2/28/2023,522028
K7OLAZQZTOKBXBQVR,8/31/2023,578686
N28ZTD9G5EYTS9PZY,10/31/2024,1588630
KXDUI2BQC1ZQ25O4C,11/30/2024,3178331
WLHSCECOGSRZSUK44,9/30/2023,2495341
KLRH1ZESF492S056H,3/31/2024,3678298
D0HW4TD0CUW9XJQPX,7/31/2023,4106919
UP8K03IYUM8HZ8NLC,6/30/2023,784713
9NWFWJ38XN31WBFXG,7/31/2024,6977386
WI9LBMXJ0YIBEJ357,8/31/2023,2319643
AIQASN1W6XH7O9AI8,9/30/2023,1531279
V2NG3GK779G8J7A0S,7/31/2023,5173762
GTLAUQABS3K1IHWCJ,12/31/2024,1841865
OEZ236PKMC6MBM3TB,5/31/2023,3456754
IHBDM8XWHP0LUZ7NR,3/31/2023,387460
K4BAGGWMVBZXC8Z0R,3/31/2023,5710244
UOHQ6DHPAN7V486JH,3/31/2024,1265770
VBCVVZPLR5KW0VKDX,4/30/2023,6877251
RVDHIRC8T2IA2OUOW,2/29/2024,1688617
3PS05CCLIJVJ8J2KT,1/31/2023,252139
FGGU9EADWBBLHKHYI,12/31/2024,5968839
PQHMTD7TS2Q7AM9C6,10/31/2024,288625
U5I6FRV4Z2WTHAYXA,7/31/2023,3442761
RRS0030J6RHTUQ2RK,4/30/2023,6907325
MHREEFELDOONUMCHP,7/31/2023,3618715
IC9TR053SOF1562RK,4/30/2023,3442049
ZBRHGSC2D0501QLTX,9/30/2023,6436728
DLRDFJ40BGVP9H10W,7/31/2024,6870409
K2DBNBQ09G1QCCD7W,2/28/2023,4407568
D7UUQ6CP4DWYGZF0Z,3/31/2023,4341201
RVDHIRC8T2IA2OUOW,10/31/2024,2718361
5P7TLU9HROJCCH8XF,6/30/2024,2842759
NDN0JWDWD4PJPHKO9,6/30/2024,2826817
73LDIXZVJOQFRMHNZ,12/31/2024,54363
BJ37EOP5EGMDLO3MP,4/30/2023,761132
X4YOXMSTBUXXCUOGK,4/30/2024,2059956
8JB7CPERPX344FYNY,10/31/2023,6758336
FQJP2PBU50DG45YX3,12/31/2023,4120815
NYD2J0FAEI05SQVAY,8/31/2023,6941726
X4YOXMSTBUXXCUOGK,8/31/2024,5079079
Y6PZ8ICUVSNUUVGC6,10/31/2024,1344482
H9QCKG6XB01NQCZO9,2/28/2023,2407770
KIULTEGOP4LWPVDNF,8/31/2024,4275645
KXDUI2BQC1ZQ25O4C,6/30/2024,3473247
6O996AT92IZ9926S5,10/31/2023,2734935
IAXUMLO4Y4HXEEHHC,10/31/2023,4095087
AERG7GPQIBQXOGOHX,7/31/2023,1074921
9Y4LCJDQLDU43LOK4,6/30/2024,6454171
GTLAUQABS3K1IHWCJ,6/30/2024,4959945
DWJ0GFUKS12L7Y0G9,8/31/2024,1138495
5VVHS1PF81H0K03QN,9/30/2024,160123
IAXUMLO4Y4HXEEHHC,5/31/2024,5852624
869YG73INQB5W1NQT,11/30/2024,3997168
RRS0030J6RHTUQ2RK,12/31/2023,2776393
ZBRHGSC2D0501QLTX,8/31/2023,4140140
KXDUI2BQC1ZQ25O4C,11/30/2023,6829780
7AQPGU50TED28A7G6,6/30/2023,4871576
UOHQ6DHPAN7V486JH,10/31/2024,2508835
BQLAQGMLUN5Y6VU3U,7/31/2024,1445794
KIULTEGOP4LWPVDNF,3/31/2024,1677899
XTUS49QJ4P8A8OCOB,8/31/2024,4629726
V1SRV6QGJWWC8JVW0,7/31/2024,6381841
83Y10YDW1OI06N9ZM,9/30/2023,4892600
WI9LBMXJ0YIBEJ357,8/31/2024,2157740
FQJP2PBU50DG45YX3,10/31/2024,2745875
N28ZTD9G5EYTS9PZY,7/31/2023,6861702
WI9LBMXJ0YIBEJ357,7/31/2024,2485344
SUK8675QWKY38XUZB,5/31/2024,6321858
0TTW5R9RRCJ0A9E5F,11/30/2023,2094912
UP8K03IYUM8HZ8NLC,8/31/2023,4729770
6N7C2M20A97S9IENG,3/31/2024,5220133
G6R001Q73KLXUDPTV,12/31/2023,1934841
Y144TELK1D0Z0KLVV,10/31/2024,1081026
D7UUQ6CP4DWYGZF0Z,6/30/2023,1708688
BOWGL6ZFJ8V4E620T,8/31/2024,6532728
FGGU9EADWBBLHKHYI,5/31/2023,5861830
L8NOLOQ0MHSBXLPC8,10/31/2023,6750416
U5I6FRV4Z2WTHAYXA,10/31/2024,4432701
51UQ4XPBN39O7QIOO,4/30/2023,994289
7MQU99ZO49YXI2EDE,1/31/2023,5285451
MHREEFELDOONUMCHP,3/31/2023,2819535
ZBRHGSC2D0501QLTX,7/31/2023,6923081
T3ZXYYXXBKASGDXYG,11/30/2024,2171645
9G2XZ3XNAY7J6KTJN,5/31/2024,4950485
N28ZTD9G5EYTS9PZY,8/31/2024,891367
9F27PNL29KIWUI8V1,8/31/2023,1536996
GFMBMLM8423RIAEDD,11/30/2024,3580333
OEZ236PKMC6MBM3TB,6/30/2024,6990842
IAXUMLO4Y4HXEEHHC,1/31/2023,342967
OJQZJBSXV2EELB04H,12/31/2023,6155428
FQJP2PBU50DG45YX3,12/31/2024,3768224
8JB7CPERPX344FYNY,5/31/2023,1329291
KCLWQ204AZ5D2W8QN,10/31/2024,3181959
K2DBNBQ09G1QCCD7W,5/31/2023,3321690
PSRCQ6DW4S2N7175C,7/31/2023,5534270
VEYQK2P1HT4EDEU8Z,2/29/2024,802401
V4LNPTIOKCV53PIHE,4/30/2024,2430663
79KX9A87LHVX4DRM4,1/31/2024,3957651
BJ37EOP5EGMDLO3MP,2/28/2023,5291783
9G2XZ3XNAY7J6KTJN,6/30/2023,2764099
AIQASN1W6XH7O9AI8,2/29/2024,5461014
VU97XYAGZZS7LOG4E,4/30/2024,3106478
DLRDFJ40BGVP9H10W,12/31/2023,2114783
OCCKGZM8DIZCYX3CJ,11/30/2024,4657896
UOHQ6DHPAN7V486JH,4/30/2024,4498371
G6R001Q73KLXUDPTV,9/30/2023,5617718
Y144TELK1D0Z0KLVV,4/30/2023,5771333
A4LKAXWACFA995KE1,3/31/2024,4807595
DLTTACGP89H6U008M,3/31/2024,6326697
BQLAQGMLUN5Y6VU3U,11/30/2023,6468219
0TQ17VI65FDDKT227,3/31/2024,2513270
PQHMTD7TS2Q7AM9C6,2/29/2024,1208926
VNTN2FOUQHBSVRLKZ,12/31/2024,6210272
15J0ZCH8C1O665RTF,10/31/2024,4780711
7MQU99ZO49YXI2EDE,2/29/2024,6975309
LMHCV45KAJNLAV6CI,8/31/2024,2950138
KLRH1ZESF492S056H,1/31/2024,5580734
KXDUI2BQC1ZQ25O4C,9/30/2023,4671802
L8NOLOQ0MHSBXLPC8,11/30/2023,5170930
IGOQX9XYBSRDMOZXT,4/30/2023,5325898
LATSV8PKLN0G0XSCQ,6/30/2024,6153478
FXIQJ8T0RNKU5YYZL,9/30/2023,6006135
KVXACS7SB5O59ARQP,9/30/2023,1064298
8JB7CPERPX344FYNY,9/30/2023,4346586
BUDE132ZGBWCF5SIZ,5/31/2024,348908
LYQEIHF686T8C6FUH,10/31/2023,3965908
NDN0JWDWD4PJPHKO9,8/31/2023,6429513
XTUS49QJ4P8A8OCOB,10/31/2023,3327801
1MFXZRYV4MFOBXIAJ,4/30/2023,6878343
HDTGP1H5F336COXZX,4/30/2024,4634584
3QWPW0GFU2JIA5UE4,6/30/2024,4102520
4HER62QO48L3HOLG6,2/28/2023,6318989
6O996AT92IZ9926S5,3/31/2023,5690790
MUIZHHC8NUPU3856X,6/30/2023,6170376
D7UUQ6CP4DWYGZF0Z,10/31/2023,4288701
9G2XZ3XNAY7J6KTJN,1/31/2024,2000287
51UQ4XPBN39O7QIOO,9/30/2024,666706
UOHQ6DHPAN7V486JH,11/30/2023,2407261
RRS0030J6RHTUQ2RK,11/30/2024,3911800
OEZ236PKMC6MBM3TB,12/31/2024,6800238
9Y4LCJDQLDU43LOK4,10/31/2024,2518286
Z8WH1L99SI8KI6NIV,11/30/2023,5652119
MUIZHHC8NUPU3856X,8/31/2023,4478847
SUK8675QWKY38XUZB,10/31/2023,2090460
UP8K03IYUM8HZ8NLC,10/31/2024,6470159
51UQ4XPBN39O7QIOO,7/31/2024,2311833
G6R001Q73KLXUDPTV,12/31/2024,2078711
OJQZJBSXV2EELB04H,8/31/2024,69718
3PS05CCLIJVJ8J2KT,12/31/2023,451793
Y9LTUSGD9M83VAB0I,11/30/2023,6636692
FA2OC6FGIMI4S37PU,3/31/2024,2146469
5SKDNN35BDFYCRZ3T,10/31/2023,6029305
3PS05CCLIJVJ8J2KT,3/31/2023,6995032
BUDE132ZGBWCF5SIZ,7/31/2024,1649655
R7Q4Z9AULIORDJQ9D,2/28/2023,2011030
6O996AT92IZ9926S5,4/30/2024,6759240
XYYJ1CS2J4N0KXRG2,2/28/2023,2286634
Z4HM8TL716AK8U17L,2/29/2024,599130
OCCKGZM8DIZCYX3CJ,10/31/2024,5934782
3PS05CCLIJVJ8J2KT,11/30/2023,4603007
6T645BU8TYM8VGXKO,4/30/2023,3412321
MHREEFELDOONUMCHP,8/31/2024,2979898
AIQASN1W6XH7O9AI8,8/31/2024,218639
UP8K03IYUM8HZ8NLC,2/29/2024,3500454
R6XC1HPW2F2OYGFS2,5/31/2023,2425291
E0ZB60NF3G5K4VREU,11/30/2024,1926614
MHREEFELDOONUMCHP,4/30/2023,4909765
7MQU99ZO49YXI2EDE,7/31/2024,3084872
BUDE132ZGBWCF5SIZ,1/31/2023,1866228
FGGU9EADWBBLHKHYI,2/29/2024,3743164
51UQ4XPBN39O7QIOO,8/31/2024,530410
9DQS2WEXYFKHTNXUB,8/31/2024,6241702
LATSV8PKLN0G0XSCQ,3/31/2024,5082442
UXT0SVW2ICMQTZACJ,4/30/2024,747529
79KX9A87LHVX4DRM4,2/29/2024,2804329
MHREEFELDOONUMCHP,4/30/2024,6869967
5CS7MKN5CCCZTYEH8,3/31/2023,3712520
KIULTEGOP4LWPVDNF,3/31/2023,5054351
SSP73CDZATG8LX9V1,7/31/2024,4914402
AERG7GPQIBQXOGOHX,3/31/2023,4503738
PQHMTD7TS2Q7AM9C6,11/30/2023,218801
PEYORPWSHOAUXOPB8,5/31/2023,4024884
GFMBMLM8423RIAEDD,6/30/2023,4482861
SUK8675QWKY38XUZB,4/30/2023,5918581
UOHQ6DHPAN7V486JH,6/30/2023,1125428
WI9LBMXJ0YIBEJ357,3/31/2023,2550715
MGD1S17DROU71KI80,10/31/2023,930036
8JB7CPERPX344FYNY,8/31/2024,6857437
DLTTACGP89H6U008M,5/31/2023,2213263
4GM0V34SHZCQY338K,2/29/2024,1871270
KIULTEGOP4LWPVDNF,1/31/2024,6011472
MGD1S17DROU71KI80,1/31/2023,2609387
51UQ4XPBN39O7QIOO,12/31/2024,3059103
K7OLAZQZTOKBXBQVR,5/31/2023,4379187
T16X6RLA2J523LYRZ,12/31/2024,6518043
K2DBNBQ09G1QCCD7W,10/31/2023,2845072
OEZ236PKMC6MBM3TB,11/30/2024,5613298
0TQ17VI65FDDKT227,11/30/2023,4272953
7PLLCJPG8BTDR1ND3,9/30/2024,6505239
6O996AT92IZ9926S5,1/31/2023,2066744
3PS05CCLIJVJ8J2KT,9/30/2023,63205
NYD2J0FAEI05SQVAY,9/30/2024,1784401
9F27PNL29KIWUI8V1,3/31/2023,2034892
83Y10YDW1OI06N9ZM,1/31/2023,1056883
XRD31U4F7GM99U92O,12/31/2023,5139892
XEVZL0LOYONKMBWZY,6/30/2023,2665100
JTZWA92S5243CPZDG,3/31/2024,6423170
FXIQJ8T0RNKU5YYZL,10/31/2023,520407
63FO2A0KBYVLDNRAA,1/31/2023,224608
EX2GMK7UHXBM6P2OW,6/30/2023,5629742
OEZ236PKMC6MBM3TB,4/30/2023,1447327
7MQU99ZO49YXI2EDE,10/31/2023,1553123
JTZWA92S5243CPZDG,4/30/2023,2421050
79KX9A87LHVX4DRM4,11/30/2024,6581377
H9QCKG6XB01NQCZO9,2/29/2024,4975213
VBCVVZPLR5KW0VKDX,2/29/2024,1164912
V2NG3GK779G8J7A0S,11/30/2024,2496778
DLTTACGP89H6U008M,7/31/2023,3093412
LMHCV45KAJNLAV6CI,10/31/2023,3055746
V4LNPTIOKCV53PIHE,1/31/2024,6568928
A4JYPUIFCGXQSH8XL,1/31/2024,2377848
5P7TLU9HROJCCH8XF,12/31/2024,6290012
4M67RWDJ0PY180OMY,7/31/2024,5359523
V1SRV6QGJWWC8JVW0,3/31/2023,449803
3PS05CCLIJVJ8J2KT,6/30/2023,6571067
73LDIXZVJOQFRMHNZ,9/30/2023,4360154
FXIQJ8T0RNKU5YYZL,1/31/2023,5728828
VBCVVZPLR5KW0VKDX,5/31/2023,2128764
ZBRHGSC2D0501QLTX,4/30/2023,3201876
OEZ236PKMC6MBM3TB,3/31/2023,3110702
VHX791SAUG7W7R63P,7/31/2024,3982436
375WULANW2HVOVK5J,2/28/2023,4298190
QNCADSU9WB6X6JEXE,1/31/2024,4357522
HDTGP1H5F336COXZX,6/30/2023,1151931
3PS05CCLIJVJ8J2KT,8/31/2024,6774899
VU97XYAGZZS7LOG4E,2/29/2024,479463
79KX9A87LHVX4DRM4,10/31/2024,4016885
4TL0TI5WAALM6P0AH,9/30/2023,6126426
SKH4GHZSBWP3QGNNK,10/31/2023,1310725
51UQ4XPBN39O7QIOO,4/30/2024,6708638
J899WRG0VOOF1WON0,7/31/2023,2670762
AERG7GPQIBQXOGOHX,8/31/2023,3653575
JTZWA92S5243CPZDG,11/30/2024,5999870
XT6P8GPRWDSJSYZKR,11/30/2024,3678431
G6R001Q73KLXUDPTV,4/30/2024,2275812
U5I6FRV4Z2WTHAYXA,8/31/2023,1472253
UXT0SVW2ICMQTZACJ,6/30/2023,2555211
5VVHS1PF81H0K03QN,4/30/2024,2119833
4HER62QO48L3HOLG6,10/31/2024,5548068
6N7C2M20A97S9IENG,9/30/2023,1651474
51UQ4XPBN39O7QIOO,8/31/2023,6895121
E0ZB60NF3G5K4VREU,9/30/2024,2150055
VEYQK2P1HT4EDEU8Z,9/30/2024,4245105
SSP73CDZATG8LX9V1,2/29/2024,849540
T16X6RLA2J523LYRZ,11/30/2024,3641469
XYYJ1CS2J4N0KXRG2,3/31/2023,4835785
6N7C2M20A97S9IENG,12/31/2023,4127804
SKH4GHZSBWP3QGNNK,11/30/2024,2353294
OEZ236PKMC6MBM3TB,9/30/2024,2455003
K4BAGGWMVBZXC8Z0R,3/31/2024,5529820
QNCADSU9WB6X6JEXE,8/31/2023,5338605
0TQ17VI65FDDKT227,8/31/2023,2539336
AERG7GPQIBQXOGOHX,7/31/2024,2314582
Y6PZ8ICUVSNUUVGC6,11/30/2023,6263807
PQHMTD7TS2Q7AM9C6,10/31/2023,3224915
XTUS49QJ4P8A8OCOB,1/31/2023,5033654
LYQEIHF686T8C6FUH,12/31/2023,406650
DWJ0GFUKS12L7Y0G9,11/30/2024,243264
5SKDNN35BDFYCRZ3T,3/31/2024,3661314
DLTTACGP89H6U008M,11/30/2024,3793103
XYYJ1CS2J4N0KXRG2,12/31/2023,4263296
0TTW5R9RRCJ0A9E5F,7/31/2024,366744
9NWFWJ38XN31WBFXG,4/30/2023,2201417
Y6PZ8ICUVSNUUVGC6,2/28/2023,2672123
9NWFWJ38XN31WBFXG,10/31/2023,3284541
869YG73INQB5W1NQT,2/28/2023,3501187
R7Q4Z9AULIORDJQ9D,12/31/2024,571481
R7Q4Z9AULIORDJQ9D,12/31/2024,1142962
G6R001Q73KLXUDPTV,1/31/2023,3930781
FDS0N1SJL1R9K1IB4,4/30/2023,6165600
U5I6FRV4Z2WTHAYXA,9/30/2023,6200003
MUIZHHC8NUPU3856X,3/31/2024,6426807
Z8WH1L99SI8KI6NIV,12/31/2024,1653569
OL2AN4Q8PF7T5DNJA,9/30/2024,4036059
79KX9A87LHVX4DRM4,4/30/2023,876909
BJ37EOP5EGMDLO3MP,5/31/2024,2496844
XYYJ1CS2J4N0KXRG2,4/30/2024,4838700
63FO2A0KBYVLDNRAA,7/31/2023,3792341
1MFXZRYV4MFOBXIAJ,7/31/2023,3119110
FA2OC6FGIMI4S37PU,4/30/2024,2240002
KVXACS7SB5O59ARQP,10/31/2023,641916
LYQEIHF686T8C6FUH,2/28/2023,5146734
9NWFWJ38XN31WBFXG,8/31/2023,4695833
VBCVVZPLR5KW0VKDX,10/31/2024,4763352
SSP73CDZATG8LX9V1,9/30/2023,435807
DLRDFJ40BGVP9H10W,10/31/2023,6619199
PSRCQ6DW4S2N7175C,12/31/2023,430894
KVXACS7SB5O59ARQP,5/31/2024,3759423
E0ZB60NF3G5K4VREU,5/31/2024,6880761
G6R001Q73KLXUDPTV,4/30/2023,4097831
BOWGL6ZFJ8V4E620T,9/30/2024,4850668
X4YOXMSTBUXXCUOGK,1/31/2024,5755435
D0HW4TD0CUW9XJQPX,6/30/2023,4811137
9NWFWJ38XN31WBFXG,8/31/2023,4695833
FA2OC6FGIMI4S37PU,2/29/2024,3204765
Z8WH1L99SI8KI6NIV,11/30/2024,1325648
VIOMZ3660T8XTY6RC,2/28/2023,4606391
1MFXZRYV4MFOBXIAJ,8/31/2023,273300
NYD2J0FAEI05SQVAY,11/30/2024,6759032
LATSV8PKLN0G0XSCQ,1/31/2023,3994330
Y9LTUSGD9M83VAB0I,1/31/2024,571663
6N7C2M20A97S9IENG,11/30/2023,6705326
U01UYM0KLQO7ZMKXL,5/31/2024,6303570
OL2AN4Q8PF7T5DNJA,9/30/2023,4102367
U01UYM0KLQO7ZMKXL,12/31/2024,642608
9G2XZ3XNAY7J6KTJN,9/30/2023,4127179
FGGU9EADWBBLHKHYI,5/31/2024,651392
4M67RWDJ0PY180OMY,12/31/2023,495098
79KX9A87LHVX4DRM4,12/31/2023,6975062
ITDKGZGY3D1CQ22P4,9/30/2023,5043265
FXIQJ8T0RNKU5YYZL,8/31/2023,2866579
KLRH1ZESF492S056H,11/30/2024,2552608
VIOMZ3660T8XTY6RC,4/30/2023,6991126
H9QCKG6XB01NQCZO9,4/30/2024,3277504
LATSV8PKLN0G0XSCQ,2/28/2023,4357563
FGGU9EADWBBLHKHYI,7/31/2023,991243
